Divipola,Municipios,Departamentos ,Cobertura de viviendas con servicio de acueducto - Cabecera Municipal,Cobertura de viviendas con servicio de alcantarillado - Cabecera Municipal,Cobertura de viviendas con servicio de Energía eléctrica - Cabecera Municipal,Cobertura de viviendas con servicio de Conexión a gas - Cabecera Municipal,Cobertura de viviendas con servicio de Recoleccion de basuras - Cabecera Municipal,Cobertura de viviendas con servicio de Telefonia - Cabecera Municipal,Asistencia a centro educativo de 0 - 17 años
76520,Palmira,VALLE DEL CAUCA,76.43,76.24,76.47,48.23,76.51,26.05,15.51
76563,Pradera,VALLE DEL CAUCA,79.69,79.06,80.3,46.26,80.92,7.02,17.69
76606,Restrepo,VALLE DEL CAUCA,54.32,54.1,54.29,0.34,54.36,5.21,16.91
76616,RIOFRIO,VALLE DEL CAUCA,37.21,37.36,37.44,2.34,37.38,4.73,16.57
76622,Roldanillo,VALLE DEL CAUCA,70.34,69.81,70.98,28.02,68.41,12.58,8.7
76670,San Pedro,VALLE DEL CAUCA,38.57,38.45,38.66,29.6,38.57,8.54,16.47
76736,Sevilla,VALLE DEL CAUCA,71.68,67.31,72.38,49.95,71.52,13.01,15.74
76823,Toro,VALLE DEL CAUCA,65.67,64.3,66.01,1.2,65.83,8.24,14.66
76828,Trujillo,VALLE DEL CAUCA,43.58,43.09,43.54,0.33,43.58,4.73,14.74
76834,TULUA,VALLE DEL CAUCA,69.41,69.38,69.36,43.58,69.41,13.77,15.72
76845,Ulloa,VALLE DEL CAUCA,51.66,50.55,51.36,0.59,51.66,4.86,15.79
76863,Versalles,VALLE DEL CAUCA,51.94,51.39,52.02,0.88,51.64,6.15,15.97
76869,Vijes,VALLE DEL CAUCA,62.09,61.7,61.24,5.26,62.27,10.48,15.86
76890,Yotoco,VALLE DEL CAUCA,53.91,49.27,54.25,0.09,54.25,10.37,16.49
76892,Yumbo,VALLE DEL CAUCA,82.14,83.58,84.9,35.28,81.95,25.53,15.34
76895,Zarzal,VALLE DEL CAUCA,70.45,70.56,70.44,29.52,70.74,10.08,16.37
81001,Arauca,ARAUCA,72.38,68.97,77.88,0.15,75.42,17.89,18.16
81065,Arauquita,ARAUCA,31.19,28.71,31,0.28,30.96,3.78,18.49
81220,Cravo Norte,ARAUCA,65.26,59.6,61.71,0.33,58.49,12.43,18.24
81300,Fortul,ARAUCA,38.42,33.13,38.1,0.1,37.59,1.93,19.25
81591,Puerto Rondón,ARAUCA,51.71,45.41,64.87,0.56,25.49,3.24,19.36
81736,Saravena,ARAUCA,71.52,54.48,70.99,0.16,71.61,12.18,16.54
81794,Tame,ARAUCA,41.37,38.51,40.85,0.12,40.5,8.88,18.43
85001,Yopal,CASANARE,78.55,76.6,82.33,63.01,82.3,5.3,18.96
85010,Aguazul,CASANARE,67.68,66.9,67.44,61.2,68.07,3.6,19.31
85015,Chameza,CASANARE,44.62,43.93,44.27,0,43.76,0,17.51
85125,Hato Corozal,CASANARE,47.89,33.09,44.9,1.05,45.95,0.89,16.94
85136,La Salina,CASANARE,42.39,40.58,42.39,0.36,40.94,0,24.79
85139,MANI,CASANARE,15.43,67.33,70.06,44.27,69.67,1.32,19.29
85162,Monterrey,CASANARE,72.12,70.68,71.98,68.25,72.28,1.92,19.74
85225,Nunchia,CASANARE,20.77,18.01,18.48,0.28,19.83,0.33,14.45
85230,Orocue,CASANARE,63.84,59.33,62.35,47.61,63.63,2.56,18.71
85250,Paz de Ariporo,CASANARE,68.27,61.77,66.76,30.15,69.77,1.66,18.27
85263,Pore,CASANARE,58.27,49.9,53.88,8.09,57.99,0.8,20.57
85279,Recetor,CASANARE,17.19,16.95,20.82,0,20.1,0,17.94
85300,Sabanalarga,CASANARE,53.65,52.45,52.36,43.39,52.91,1.3,19.03
85315,Sacama,CASANARE,61.2,58.31,57.35,0.48,58.55,0.96,21.56
85325,San Luis Palenque,CASANARE,30.52,25,30.16,16.13,30.28,1.68,15.24
85400,Tamara,CASANARE,20.54,18.74,20.37,1.35,19.64,0.79,19.88
85410,Tauramena,CASANARE,63.52,62.55,63.04,51.77,63.47,2.41,21.1
85430,Trinidad,CASANARE,55.21,53.18,52.9,24.83,55.35,2.03,15.96
85440,Villanueva,CASANARE,79.37,78.02,78.99,62.67,79.35,3.03,20.25
86001,Mocoa,PUTUMAYO,67.13,62.17,69.91,0.24,66.18,7.74,18.75
86219,COLON,PUTUMAYO,65.69,64.26,65.54,0.15,38.22,2.93,19.87
86320,El Orito,PUTUMAYO,38.94,41.35,47.94,0.08,48.25,3.5,20.57
86568,PUERTO ASIS,PUTUMAYO,15.51,54.6,60.24,0.19,59.1,3.19,20.45
86569,Puerto Caicedo,PUTUMAYO,28.19,30.87,31.82,0.06,31.88,0.96,18.68
86571,PUERTO GUZMAN,PUTUMAYO,22.14,13.24,19.81,0.02,20.46,0.08,21.88
86573,PUERTO LEGUIZAMON,PUTUMAYO,40.96,37.51,46.2,0.23,40.47,1.86,23.78
86749,Sibundoy,PUTUMAYO,79.45,78.42,79.04,0.24,73.83,5.56,17.54
86755,San Francisco,PUTUMAYO,64.98,62.95,64.16,0.08,52.03,2.18,18.01
86757,San Miguel,PUTUMAYO,0.2,25.71,27.83,0.1,28.67,5.3,20.93
86760,Santiago,PUTUMAYO,64.85,64.19,64.74,0.22,57.42,4.69,18.97
86865,Valle del Gamuez,PUTUMAYO,15.23,38.18,42.37,0.19,40.93,0.89,18.49
86885,VILLA GARZON,PUTUMAYO,61.25,53.56,61.52,0.09,59.39,1.94,20.04
88001,San Andres,SAN ANDRES,0.44,0.77,52.96,0.05,52.93,12.07,17.86
88564,Providencia,SAN ANDRES,0,0,0,0,0,0,15.29
91001,Leticia,AMAZONAS,58.27,51.51,85.94,0.3,85.1,18.84,20.73
94001,Puerto Inírida,GUAINIA,62.99,42.73,94.91,0.22,93.28,6.53,22.42
95001,San Jose del Guaviare,GUAVIARE,15.87,34.46,58.3,7.49,58.29,2.96,20.44
95015,Calamar,GUAVIARE,27.96,15.15,48.93,0.19,50.39,1.07,17.87
95025,El Retorno,GUAVIARE,18.94,17.18,22.03,0.11,22.11,0.11,18.45
95200,Miraflores,GUAVIARE,7,0.08,13.33,0.04,12.09,0.17,14.89
97001,Mitú,VAUPES,96.67,88.48,98.79,0.61,91.31,2.83,24.48
97161,Caruru,VAUPES,85.71,82.86,85.71,0,85.71,8.57,29.2
97666,Taraira,VAUPES,84.04,84.04,94.68,0,88.3,3.19,23.16
99001,Puerto Carreño,VICHADA,75.24,1.25,80.54,0.25,73.4,4.52,19.56
99524,La Primavera,VICHADA,52.39,0,54.37,0,45.41,0.09,18.67
99624,Santa Rosalía,VICHADA,63.27,0.13,68.88,0,55.36,0.13,19.89
99773,Cumaribo,VICHADA,29.09,12.08,29.21,0.06,29.44,0.18,21.44
